Country Code;Country;Item Code;Item;Element Code;Element;Unit;Y1961;Y1961F;Y1962;Y1962F;Y1963;Y1963F;Y1964;Y1964F;Y1965;Y1965F;Y1966;Y1966F;Y1967;Y1967F;Y1968;Y1968F;Y1969;Y1969F;Y1970;Y1970F;Y1971;Y1971F;Y1972;Y1972F;Y1973;Y1973F;Y1974;Y1974F;Y1975;Y1975F;Y1976;Y1976F;Y1977;Y1977F;Y1978;Y1978F;Y1979;Y1979F;Y1980;Y1980F;Y1981;Y1981F;Y1982;Y1982F;Y1983;Y1983F;Y1984;Y1984F;Y1985;Y1985F;Y1986;Y1986F;Y1987;Y1987F;Y1988;Y1988F;Y1989;Y1989F;Y1990;Y1990F;Y1991;Y1991F;Y1992;Y1992F;Y1993;Y1993F;Y1994;Y1994F;Y1995;Y1995F;Y1996;Y1996F;Y1997;Y1997F;Y1998;Y1998F;Y1999;Y1999F;Y2000;Y2000F;Y2001;Y2001F;Y2002;Y2002F;Y2003;Y2003F;Y2004;Y2004F;Y2005;Y2005F;Y2006;Y2006F;Y2007;Y2007F;Y2008;Y2008F;Y2009;Y2009F;Y2010;Y2010F;Y2011;Y2011F;Y2012;Y2012F;Y2013;Y2013F
2;Afghanistan;1632;Sawnwood (C);5516;Production;m3;150000.00;Q;150000.00;Q;165000.00;Q;190000.00;Q;200000.00;Q;240000.00;Q;250000.00;Q;275000.00;Q;300000.00;Q;335000.00;Q;345000.00;Q;305000.00;Q;360000.00;F;360000.00;F;310000.00;F;380000.00;F;380000.00;F;380000.00;F;380000.00;F;380000.00;F;380000.00;F;380000.00;F;380000.00;F;380000.00;F;380000.00;F;380000.00;F;380000.00;F;380000.00;F;380000.00;F;380000.00;F;380000.00;Ft;380000.00;Ft;380000.00;Ft;380000.00;Ft;380000.00;Ft;380000.00;Ft;380000.00;Ft;380000.00;Ft;380000.00;Ft;380000.00;Ft;380000.00;Ft;380000.00;Ft;380000.00;Ft;380000.00;Ft;380000.00;Ft;380000.00;Fp;380000.00;Fp;380000.00;Fp;380000.00;Fp;380000.00;Fp;380000.00;Fp;380000.00;Fp;380000.00;Fp
2;Afghanistan;1632;Sawnwood (C);5616;Import Quantity;m3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;40.00;Q;35.00;Q;1900.00;Q;805.00;Q;684.00;Q;484.00;X;0.00;X;60700.00;X;115100.00;X;222400.00;X;229000.00;X;295100.00;X;323100.00;X;216700.00;X;364200.00;X;366900.00;X;451000.00;X;348000.00;X;307000.00;X
2;Afghanistan;1632;Sawnwood (C);5622;Import Value;1000 US$;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5.00;Q;4.00;Q;185.00;Q;65.00;Q;29.00;Q;38.00;X;0.00;X;7302.00;X;10882.00;X;21308.00;X;25169.00;X;37928.00;X;52057.00;X;40530.00;X;58556.00;X;58642.00;X;81596.00;X;64121.00;W;56414.00;W
2;Afghanistan;1632;Sawnwood (C);5916;Export Quantity;m3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.00;Q;314.00;Q;314.00;Ft;2.00;Q;2.00;Ft;2.00;Ft;10.00;Q;444.00;F;444.00;Ft;444.00;Ft;1.00;X;662.00;X;2.00;X;2.00;Fp;2.00;Fp;2.00;Fp;2.00;Fp;2.00;Fp
2;Afghanistan;1632;Sawnwood (C);5922;Export Value;1000 US$;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.00;Q;51.00;Q;51.00;Ft;1.00;Q;1.00;Ft;1.00;Ft;2.00;Q;146.00;F;146.00;Ft;146.00;Ft;0.00;X;135.00;X;1.00;X;1.00;Fp;1.00;Fp;1.00;Fp;1.00;Fp;1.00;Fp
3;Albania;1632;Sawnwood (C);5516;Production;m3;85000.00;Q;85000.00;Q;80000.00;Q;75000.00;Q;77000.00;Q;105000.00;Q;105000.00;Q;105000.00;Q;105000.00;Q;105000.00;F;105000.00;F;105000.00;F;105000.00;F;105000.00;F;105000.00;F;105000.00;F;105000.00;Q;105000.00;Q;105000.00;Q;105000.00;Q;105000.00;Q;105000.00;Q;105000.00;F;105000.00;F;105000.00;F;105000.00;F;105000.00;F;105000.00;F;105000.00;F;86000.00;Q;86000.00;F;86000.00;Ft;1300.00;Q;1700.00;Q;1700.00;Ft;1700.00;Ft;1700.00;Ft;9000.00;Q;15000.00;Q;47000.00;Q;47000.00;F;47000.00;F;47000.00;F;47000.00;F;47000.00;F;47000.00;F;4000.00;X;4000.00;F;4000.00;F;4000.00;F;4000.00;F;4000.00;F;4000.00;F
3;Albania;1632;Sawnwood (C);5616;Import Quantity;m3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5859.00;Q;9323.00;Q;12000.00;Q;12000.00;Ft;31.00;Q;1276.00;Q;12000.00;F;12000.00;F;12000.00;F;35300.00;Q;7759.00;W;20478.00;W;20478.00;F;20478.00;F;20478.00;F;20478.00;F;20478.00;F;20478.00;F;20478.00;F;89908.00;X;72800.00;X;72800.00;F
3;Albania;1632;Sawnwood (C);5622;Import Value;1000 US$;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;861.00;Q;1375.00;Q;2654.00;Q;2654.00;Ft;5.00;Q;93.00;Q;2650.00;Q;1110.00;Q;518.00;F;6028.00;Q;1125.00;W;2969.00;W;2969.00;F;2969.00;F;2969.00;F;2969.00;F;2969.00;F;2969.00;F;2969.00;F;16457.00;W;11897.00;W;11897.00;F
3;Albania;1632;Sawnwood (C);5916;Export Quantity;m3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;120.00;Q;51.00;Q;6200.00;Q;6200.00;Ft;104.00;Q;2013.00;Q;6000.00;F;5900.00;F;5900.00;F;79500.00;Q;7671.00;W;12252.00;W;12252.00;F;12252.00;F;12252.00;F;12252.00;F;12252.00;F;12252.00;F;12252.00;F;1000.00;W;546.00;X;550.00;F
3;Albania;1632;Sawnwood (C);5922;Export Value;1000 US$;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;14.00;Q;6.00;Q;3818.00;Q;3818.00;Ft;12.00;Q;234.00;Q;156.00;Q;100.00;Q;1242.00;F;13434.00;Q;1089.00;W;1740.00;W;1740.00;F;1740.00;F;1740.00;F;1740.00;F;1740.00;F;1740.00;F;1740.00;F;97.00;W;34.00;W;34.00;F
4;Algeria;1632;Sawnwood (C);5516;Production;m3;45000.00;Q;45000.00;Q;11250.00;Q;11250.00;Q;11250.00;Q;16500.00;Q;16500.00;Q;16500.00;Q;16850.00;Q;16400.00;Q;16400.00;Q;16400.00;Q;11400.00;Q;11400.00;Q;9400.00;Q;9400.00;F;9400.00;F;9400.00;F;9400.00;F;9400.00;F;9400.00;F;9400.00;F;9400.00;F;9400.00;F;9400.00;F;9400.00;F;9400.00;F;9400.00;F;9400.00;F;9400.00;F;9400.00;F;9400.00;Ft;9400.00;Ft;9400.00;Ft;9400.00;Ft;9400.00;Ft;9400.00;Ft;9400.00;Ft;9400.00;Ft;9400.00;Ft;9400.00;Ft;9400.00;Ft;9400.00;Ft;9400.00;Ft;9400.00;Ft;9400.00;Fp;9400.00;Fp;9400.00;Fp;9400.00;Fp;9400.00;Fp;9400.00;Fp;9400.00;Fp;9400.00;Fp
4;Algeria;1632;Sawnwood (C);5616;Import Quantity;m3;139000.00;X;151000.00;X;81000.00;X;111000.00;X;127500.00;Q;121450.00;Q;153100.00;Q;165950.00;Q;242500.00;Q;445150.00;Q;442550.00;F;209200.00;F;191850.00;F;522200.00;Q;389200.00;Q;272100.00;Q;629850.00;Q;272000.00;X;431300.00;Q;434300.00;F;841700.00;Q;841550.00;Q;1274750.00;Q;1103750.00;X;803750.00;X;797000.00;Q;447500.00;Q;600500.00;Q;1013600.00;Q;800000.00;Q;1299500.00;Q;218929.00;Q;570000.00;Q;665600.00;Q;558800.00;Q;347000.00;Q;470600.00;Q;485000.00;Q;551700.00;Q;587000.00;Q;662700.00;Q;735300.00;Q;977300.00;W;1006000.00;W;975500.00;W;1100700.00;W;1308300.00;W;1267000.00;W;1488200.00;W;1667700.00;X;1739000.00;X;1967000.00;X;2040000.00;X
4;Algeria;1632;Sawnwood (C);5622;Import Value;1000 US$;6915.00;X;7555.00;X;3995.00;X;5540.00;X;7008.00;Q;6074.00;Q;8048.00;Q;8253.00;Q;13437.00;Q;26987.00;Q;28315.00;F;14041.00;F;17307.00;F;92726.00;Q;54892.00;Q;35548.00;Q;90221.00;Q;39600.00;F;68818.00;Q;69967.00;F;186355.00;Q;172598.00;Q;214874.00;Q;185901.00;F;135901.00;F;120609.00;Q;86859.00;Q;116266.00;F;200266.00;F;156266.00;F;386456.00;Q;62524.00;Q;135047.00;Q;119692.00;Q;158906.00;Q;87562.00;Q;105263.00;Q;94810.00;Q;97973.00;Q;100663.00;Q;100089.00;Q;117209.00;Q;187103.00;W;195560.00;W;196679.00;W;255507.00;W;368871.00;W;350257.00;W;356114.00;W;451569.00;X;485082.00;X;549411.00;X;555440.00;X
4;Algeria;1632;Sawnwood (C);5916;Export Quantity;m3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;104.00;Q;;;0.00;Q;0.00;Q;0.00;Ft;0.00;Ft;0.00;Ft;0.00;Ft;0.00;Ft;0.00;Ft;0.00;Ft;0.00;Ft;286.00;F;286.00;Ft;70.00;X;70.00;Fp;93.00;X;54.00;X;54.00;Fp;208.00;W;208.00;Fp;222.00;W
4;Algeria;1632;Sawnwood (C);5922;Export Value;1000 US$;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;18.00;Q;;;0.00;Q;0.00;Q;0.00;Ft;0.00;Ft;0.00;Ft;0.00;Ft;0.00;Ft;0.00;Ft;0.00;Ft;0.00;Ft;48.00;F;48.00;Ft;8.00;X;8.00;Fp;7.00;X;3.00;X;3.00;Fp;187.00;W;187.00;Fp;27.00;W
5;American Samoa;1632;Sawnwood (C);5616;Import Quantity;m3;2600.00;Q;2000.00;Q;1800.00;Q;1900.00;Q;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.00;F;;;;;;;;;113.00;Q;119.00;Q;639.00;Q;639.00;Ft;639.00;Ft;639.00;Ft;639.00;Ft;639.00;Ft;639.00;Ft;639.00;Ft;639.00;Ft;639.00;Ft;639.00;Ft;639.00;Ft;639.00;Fp;639.00;Fp;639.00;Fp;639.00;Fp;639.00;Fp;639.00;Fp;639.00;Fp;639.00;Fp
5;American Samoa;1632;Sawnwood (C);5622;Import Value;1000 US$;55.00;Q;45.00;Q;120.00;Q;121.00;Q;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.00;F;;;;;;;;;27.00;Q;37.00;Q;169.00;Q;169.00;Ft;169.00;Ft;169.00;Ft;169.00;Ft;169.00;Ft;169.00;Ft;169.00;Ft;169.00;Ft;169.00;Ft;169.00;Ft;169.00;Ft;169.00;Fp;169.00;Fp;169.00;Fp;169.00;Fp;169.00;Fp;169.00;Fp;169.00;Fp;169.00;Fp
6;Andorra;1632;Sawnwood (C);5616;Import Quantity;m3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;11835.00;Q;9819.00;Q;9193.00;Q;9193.00;Ft;9193.00;Ft;9193.00;Ft;9193.00;Ft;9193.00;Ft;9193.00;Ft;9193.00;Ft;9193.00;Ft;9193.00;Ft;9193.00;Ft;9193.00;Ft;9193.00;Fp;9193.00;Fp;9193.00;Fp;9193.00;Fp;9193.00;Fp;9193.00;Fp;9193.00;Fp;9193.00;Fp
6;Andorra;1632;Sawnwood (C);5622;Import Value;1000 US$;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2664.00;Q;2154.00;Q;2084.00;Q;2084.00;Ft;2084.00;Ft;2084.00;Ft;2084.00;Ft;2084.00;Ft;2084.00;Ft;2084.00;Ft;2084.00;Ft;2084.00;Ft;2084.00;Ft;2084.00;Ft;2084.00;Fp;2084.00;Fp;2084.00;Fp;2084.00;Fp;2084.00;Fp;2084.00;Fp;2084.00;Fp;2084.00;Fp
6;Andorra;1632;Sawnwood (C);5916;Export Quantity;m3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2096.00;Q;107.00;Q;158.00;Q;158.00;Ft;158.00;Ft;158.00;Ft;158.00;Ft;158.00;Ft;158.00;Ft;158.00;Ft;158.00;Ft;158.00;Ft;158.00;Ft;158.00;Ft;158.00;Fp;158.00;Fp;158.00;Fp;158.00;Fp;158.00;Fp;158.00;Fp;158.00;Fp;158.00;Fp
6;Andorra;1632;Sawnwood (C);5922;Export Value;1000 US$;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;561.00;Q;8.00;Q;23.00;Q;23.00;Ft;23.00;Ft;23.00;Ft;23.00;Ft;23.00;Ft;23.00;Ft;23.00;Ft;23.00;Ft;23.00;Ft;23.00;Ft;23.00;Ft;23.00;Fp;23.00;Fp;23.00;Fp;23.00;Fp;23.00;Fp;23.00;Fp;23.00;Fp;23.00;Fp
7;Angola;1632;Sawnwood (C);5616;Import Quantity;m3;1000.00;Q;;;;;;;800.00;Q;1000.00;Q;600.00;Q;1700.00;Q;150.00;Q;;;1100.00;Q;400.00;Q;100.00;Q;100.00;F;;;;;;;;;;;;;;;;;;;;;1220.00;X;867.00;X;2885.00;X;522.00;X;960.00;X;628.00;X;5000.00;Q;2866.00;Q;886.00;Q;506.00;Q;506.00;Ft;2000.00;Q;5281.00;Q;2407.00;Q;2839.00;Q;985.00;F;985.00;Ft;63.00;F;3686.00;F;1955.00;F;1955.00;Ft;1385.00;X;3757.00;X;6188.00;X;10996.00;X;3897.00;W;4140.00;X;810.00;W;707.00;W
7;Angola;1632;Sawnwood (C);5622;Import Value;1000 US$;58.00;Q;;;;;;;47.00;Q;50.00;Q;28.00;Q;109.00;Q;8.00;Q;;;54.00;Q;21.00;Q;8.00;Q;8.00;F;;;;;;;;;;;;;;;;;;;;;181.00;X;244.00;X;1249.00;X;130.00;X;331.00;X;432.00;X;1253.00;Q;1070.00;Q;221.00;Q;130.00;Q;130.00;Ft;272.00;Q;511.00;Q;561.00;Q;396.00;Q;45.00;F;45.00;Ft;24.00;F;106.00;F;340.00;F;340.00;Ft;329.00;X;806.00;X;1204.00;X;3331.00;X;826.00;W;1079.00;W;619.00;W;438.00;W
7;Angola;1632;Sawnwood (C);5916;Export Quantity;m3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.00;X;212.00;X;114.00;X;0.00;X;0.00;X;0.00;X;0.00;X;;;;;0.00;Ft;0.00;Ft;0.00;Ft;95.00;Q;46.00;Q;46.00;Ft;46.00;Ft;46.00;Ft;46.00;Ft;46.00;Ft;46.00;Ft;46.00;Ft;46.00;Fp;46.00;Fp;107.00;X;107.00;Fp;107.00;Fp;107.00;Fp;107.00;Fp;53.00;W
7;Angola;1632;Sawnwood (C);5922;Export Value;1000 US$;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.00;X;64.00;X;28.00;X;0.00;X;0.00;X;0.00;X;0.00;X;;;;;0.00;Ft;0.00;Ft;0.00;Ft;27.00;Q;13.00;Q;13.00;Ft;13.00;Ft;13.00;Ft;13.00;Ft;13.00;Ft;13.00;Ft;13.00;Ft;13.00;Fp;13.00;Fp;62.00;X;62.00;Fp;62.00;Fp;62.00;Fp;62.00;Fp;29.00;W
258;Anguilla;1632;Sawnwood (C);5616;Import Quantity;m3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1205.00;Q;1434.00;Q;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
258;Anguilla;1632;Sawnwood (C);5622;Import Value;1000 US$;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;169.00;Q;249.00;Q;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
258;Anguilla;1632;Sawnwood (C);5916;Export Quantity;m3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;40.00;Q;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
258;Anguilla;1632;Sawnwood (C);5922;Export Value;1000 US$;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7.00;Q;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30;Antarctica;1632;Sawnwood (C);5616;Import Quantity;m3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;22.00;W;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30;Antarctica;1632;Sawnwood (C);5622;Import Value;1000 US$;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;22.00;W;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30;Antarctica;1632;Sawnwood (C);5916;Export Quantity;m3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;22.00;W;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30;Antarctica;1632;Sawnwood (C);5922;Export Value;1000 US$;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;22.00;W;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8;Antigua and Barbuda;1632;Sawnwood (C);5616;Import Quantity;m3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3700.00;Q;3700.00;F;8900.00;X;11613.00;Q;9459.00;Q;10337.00;Q;10337.00;Ft;10337.00;Ft;10337.00;Ft;10337.00;Ft;10337.00;Ft;10337.00;Ft;10337.00;Ft;10337.00;Ft;10337.00;Ft;10337.00;Ft;10337.00;Ft;10337.00;Fp;10337.00;Fp;10337.00;Fp;7010.00;W;5314.00;W;3977.00;W;4295.00;W;3686.00;W
8;Antigua and Barbuda;1632;Sawnwood (C);5622;Import Value;1000 US$;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2425.00;Q;2425.00;F;1544.00;X;1952.00;Q;2066.00;Q;2906.00;Q;2906.00;Ft;2906.00;Ft;2906.00;Ft;2906.00;Ft;2906.00;Ft;2906.00;Ft;2906.00;Ft;2906.00;Ft;2906.00;Ft;2906.00;Ft;2906.00;Ft;2906.00;Fp;2906.00;Fp;2906.00;Fp;4904.00;W;3610.00;W;3251.00;W;3762.00;W;3262.00;W
8;Antigua and Barbuda;1632;Sawnwood (C);5916;Export Quantity;m3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;40.00;Q;40.00;Ft;40.00;Ft;40.00;Ft;40.00;Ft;40.00;Ft;40.00;Ft;40.00;Ft;40.00;Ft;40.00;Ft;40.00;Ft;40.00;Ft;40.00;Ft;40.00;Fp;40.00;Fp;40.00;Fp;40.00;Fp;0.00;W;0.00;W;0.00;W;0.00;W
8;Antigua and Barbuda;1632;Sawnwood (C);5922;Export Value;1000 US$;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6.00;Q;6.00;Ft;6.00;Ft;6.00;Ft;6.00;Ft;6.00;Ft;6.00;Ft;6.00;Ft;6.00;Ft;6.00;Ft;6.00;Ft;6.00;Ft;6.00;Ft;6.00;Fp;6.00;Fp;6.00;Fp;6.00;Fp;0.00;W;0.00;W;0.00;W;0.00;W
9;Argentina;1632;Sawnwood (C);5516;Production;m3;125350.00;Q;170500.00;Q;40500.00;Q;73000.00;Q;29500.00;Q;73500.00;Q;53000.00;Q;73500.00;Q;64500.00;Q;71500.00;Q;88500.00;Q;129500.00;Q;115500.00;Q;75500.00;Q;48000.00;Q;59000.00;Q;63000.00;Q;33500.00;F;257000.00;Q;157000.00;F;199000.00;F;278000.00;F;305000.00;F;186000.00;F;164000.00;F;134000.00;F;156000.00;F;130000.00;F;130000.00;F;130000.00;F;130000.00;F;309000.00;Q;360000.00;Q;254000.00;Q;625000.00;Q;594000.00;Q;525000.00;Q;744000.00;Q;780000.00;Q;686000.00;Q;700000.00;Q;795000.00;Q;870000.00;Q;948000.00;Q;1079000.00;Q;1078000.00;Q;822000.00;Q;470000.00;Q;1115000.00;Q;761000.00;Q;1094000.00;Q;1835000.00;Q;1835000.00;F
9;Argentina;1632;Sawnwood (C);5616;Import Quantity;m3;807100.00;Q;476300.00;Q;454800.00;Q;588100.00;Q;725300.00;Q;703600.00;Q;601000.00;Q;779600.00;Q;736700.00;Q;645700.00;Q;649150.00;Q;409000.00;Q;404550.00;F;50.00;Q;;;141100.00;Q;316100.00;Q;318600.00;Q;484100.00;Q;451050.00;Q;303450.00;Q;166100.00;Q;235200.00;Q;257100.00;Q;154300.00;Q;233200.00;Q;221000.00;X;132000.00;X;80000.00;X;16240.00;X;16200.00;Q;56767.00;Q;38800.00;Q;37900.00;Q;17500.00;Q;12500.00;Q;18300.00;Q;33400.00;Q;46600.00;Q;31000.00;Q;19000.00;Q;203.00;W;2710.00;W;5449.00;X;10000.00;Q;9000.00;Q;8000.00;Q;6360.00;W;5000.00;Q;4000.00;Q;5000.00;q;3000.00;Q;2670.00;Q
9;Argentina;1632;Sawnwood (C);5622;Import Value;1000 US$;38563.00;Q;24005.00;Q;22537.00;Q;29759.00;Q;39125.00;Q;37633.00;Q;33022.00;Q;48113.00;Q;58192.00;Q;50412.00;Q;51765.00;Q;33027.00;Q;42043.00;F;2.00;Q;;;15496.00;Q;29698.00;Q;33225.00;Q;73297.00;Q;84186.00;Q;56921.00;Q;26660.00;Q;27556.00;Q;27980.00;Q;16595.00;Q;23554.00;Q;35274.00;X;25909.00;X;16000.00;F;2700.00;X;2700.00;X;10308.00;Q;8658.00;Q;9774.00;Q;5131.00;Q;4560.00;Q;5668.00;Q;8539.00;Q;8514.00;Q;5554.00;Q;3226.00;Q;55.00;W;699.00;W;1523.00;X;1790.00;Q;1801.00;Q;1580.00;Q;1730.00;W;1009.00;Q;1035.00;Q;1535.00;q;945.00;Q;919.00;Q
9;Argentina;1632;Sawnwood (C);5916;Export Quantity;m3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;887.00;Q;800.00;Q;5700.00;Q;26600.00;Q;34300.00;Q;35800.00;Q;26500.00;Q;29000.00;Q;38000.00;Q;80000.00;Q;272000.00;Q;342000.00;W;219090.00;X;394000.00;Q;367000.00;Q;219900.00;Q;281000.00;Q;202000.00;Q;210000.00;Q;147000.00;q;104000.00;Q;142203.00;Q
9;Argentina;1632;Sawnwood (C);5922;Export Value;1000 US$;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;299.00;Q;193.00;Q;1292.00;Q;6495.00;Q;10053.00;Q;11886.00;Q;6486.00;Q;8344.00;Q;8935.00;Q;14812.00;Q;40873.00;Q;50809.00;W;69338.00;X;69044.00;Q;71741.00;Q;68521.00;Q;56078.00;Q;37270.00;Q;45895.00;Q;34590.00;q;25007.00;Q;34714.00;Q
1;Armenia;1632;Sawnwood (C);5516;Production;m3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.00;W;0.00;W;0.00;W;0.00;W;0.00;W;0.00;W;0.00;W;0.00;W;0.00;W;0.00;F;0.00;W;0.00;W;0.00;W;0.00;F
1;Armenia;1632;Sawnwood (C);5616;Import Quantity;m3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;42.00;Q;42.00;Ft;0.00;Q;7.00;Q;7.00;Ft;7.00;Ft;4320.00;X;14000.00;W;24000.00;W;18000.00;W;17300.00;W;24100.00;W;47318.00;W;48992.00;W;46569.00;W;36317.00;W;37581.00;W;38444.00;W;39357.00;W;22600.00;W
1;Armenia;1632;Sawnwood (C);5622;Import Value;1000 US$;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;17.00;Q;17.00;Ft;0.00;Q;2.00;Q;17.00;W;17.00;Ft;535.00;X;1255.00;W;2218.00;W;1039.00;W;1496.00;W;2484.00;W;5536.00;W;9759.00;W;13248.00;W;9442.00;W;9447.00;W;9752.00;W;10946.00;W;7501.00;W
1;Armenia;1632;Sawnwood (C);5916;Export Quantity;m3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.00;Q;0.00;Q;31.00;Ft;0.00;Q;0.00;Q;14.00;Q;14.00;Ft;14.00;Ft;1440.00;X;0.00;W;0.00;W;1000.00;W;1500.00;W;1200.00;W;258.00;W;41.00;W;0.00;W;0.00;W;41.00;W;0.00;W;0.00;W;0.00;W
1;Armenia;1632;Sawnwood (C);5922;Export Value;1000 US$;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.00;Q;0.00;Q;3.00;Ft;0.00;Q;0.00;Q;6.00;Q;6.00;Ft;6.00;Ft;177.00;X;0.00;W;12.00;W;38.00;W;163.00;W;134.00;W;32.00;W;6.00;W;0.00;W;0.00;W;7.00;W;0.00;W;0.00;W;2.00;W
22;Aruba;1632;Sawnwood (C);5616;Import Quantity;m3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;11027.00;Q;16427.00;Q;15314.00;Q;15314.00;Ft;15314.00;Ft;15314.00;Ft;15314.00;Ft;15314.00;Ft;15314.00;Ft;15314.00;Ft;15314.00;Ft;15314.00;Ft;15314.00;Ft;15314.00;Ft;15314.00;Fp;15314.00;Fp;15314.00;Fp;2531.00;W;3846.00;W;442.00;W;71.00;W;71.00;Fp
